x;y;speed;lookahead
-10.507325995033224;-2.7785348009933557;4.0;1.5
-10.502359218739512;-2.779528156252098;4.0;1.5
-10.497392442445802;-2.78052151151084;4.0;1.5
-10.49242566615209;-2.7815148667695824;4.0;1.5
-10.48745888985838;-2.782508222028324;4.0;1.5
-10.482492113564668;-2.7835015772870664;4.0;1.5
-10.477525337270958;-2.7844949325458086;4.0;1.5
-10.472558560977246;-2.785488287804551;4.0;1.5
-10.467591784683535;-2.786481643063293;4.0;1.5
-10.462625008389825;-2.7874749983220353;4.0;1.5
-10.457658232096113;-2.7884683535807775;4.0;1.5
-10.452691455802402;-2.7894617088395197;4.0;1.5
-10.447724679508692;-2.790455064098262;4.0;1.5
-10.44275790321498;-2.791448419357004;4.0;1.5
-10.437791126921269;-2.7924417746157464;4.0;1.5
-10.432824350627559;-2.7934351298744886;4.0;1.5
-10.427857574333848;-2.794428485133231;4.0;1.5
-10.422890798040136;-2.795421840391973;4.0;1.5
-10.417924021746426;-2.7964151956507153;4.0;1.5
-10.412957245452715;-2.7974085509094575;4.0;1.5
-10.407990469159003;-2.7984019061681997;4.0;1.5
-10.403023692865293;-2.799395261426942;4.0;1.5
-10.398056916571582;-2.800388616685684;4.0;1.5
-10.39309014027787;-2.8013819719444264;4.0;1.5
-10.38812336398416;-2.8023753272031686;4.0;1.5
-10.383156587690449;-2.803368682461911;4.0;1.5
-10.378189811396737;-2.8043620377206526;4.0;1.5
-10.373223035103027;-2.805355392979395;4.0;1.5
-10.368256258809316;-2.806348748238137;4.0;1.5
-10.363289482515604;-2.8073421034968793;4.0;1.5
-10.358322706221895;-2.8083354587556215;4.0;1.5
-10.353355929928183;-2.8093288140143637;4.0;1.5
-10.348389153634471;-2.810322169273106;4.0;1.5
-10.343422377340762;-2.811315524531848;4.0;1.5
-10.33845560104705;-2.8123088797905904;4.0;1.5
-10.333488824753339;-2.8133022350493326;4.0;1.5
-10.328522048459629;-2.814295590308075;4.0;1.5
-10.323555272165917;-2.815288945566817;4.0;1.5
-10.318588495872206;-2.8162823008255593;4.0;1.5
-10.313621719578496;-2.8172756560843015;4.0;1.5
-10.308654943284784;-2.8182690113430438;4.0;1.5
-10.303688166991073;-2.819262366601786;4.0;1.5
-10.298721390697363;-2.820255721860528;4.0;1.5
-10.293754614403651;-2.8212490771192704;4.0;1.5
-10.28878783810994;-2.822242432378012;4.0;1.5
-10.28382106181623;-2.8232357876367544;4.0;1.5
-10.278854285522518;-2.8242291428954966;4.0;1.5
-10.273887509228807;-2.825222498154239;4.0;1.5
-10.268920732935097;-2.826215853412981;4.0;1.5
-10.263953956641386;-2.8272092086717233;4.0;1.5
-10.258987180347674;-2.8282025639304655;4.0;1.5
-10.254020404053964;-2.8291959191892078;4.0;1.5
-10.249053627760253;-2.83018927444795;4.0;1.5
-10.244086851466541;-2.831182629706692;4.0;1.5
-10.239120075172831;-2.8321759849654344;4.0;1.5
-10.23415329887912;-2.8331693402241767;4.0;1.5
-10.229186522585408;-2.834162695482919;4.0;1.5
-10.224219746291697;-2.835156050741661;4.0;1.5
-10.219252969997987;-2.836149406000403;4.0;1.5
-10.214286193704275;-2.837142761259145;4.0;1.5
-10.209319417410564;-2.8381361165178873;4.0;1.5
-10.204352641116854;-2.8391294717766296;4.0;1.5
-10.199385864823142;-2.8401228270353718;4.0;1.5
-10.19441908852943;-2.841116182294114;4.0;1.5
-10.18945231223572;-2.8421095375528562;4.0;1.5
-10.18448553594201;-2.8431028928115984;4.0;1.5
-10.179518759648298;-2.8440962480703407;4.0;1.5
-10.174551983354586;-2.845089603329083;4.0;1.5
-10.169585207060877;-2.846082958587825;4.0;1.5
-10.164618430767165;-2.8470763138465673;4.0;1.5
-10.159651654473453;-2.8480696691053096;4.0;1.5
-10.154684878179744;-2.849063024364052;4.0;1.5
-10.149718101886032;-2.8500563796227936;4.0;1.5
-10.14475132559232;-2.851049734881536;4.0;1.5
-10.13978454929861;-2.852043090140278;4.0;1.5
-10.1348177730049;-2.8530364453990202;4.0;1.5
-10.129850996711188;-2.8540298006577625;4.0;1.5
-10.124884220417478;-2.8550231559165047;4.0;1.5
-10.119917444123766;-2.856016511175247;4.0;1.5
-10.114950667830055;-2.857009866433989;4.0;1.5
-10.109983891536345;-2.8580032216927314;4.0;1.5
-10.105017115242633;-2.8589965769514736;4.0;1.5
-10.100050338948922;-2.859989932210216;4.0;1.5
-10.095083562655212;-2.860983287468958;4.0;1.5
-10.0901167863615;-2.8619766427277002;4.0;1.5
-10.085150010067789;-2.8629699979864425;4.0;1.5
-10.080183233774079;-2.8639633532451847;4.0;1.5
-10.075216457480368;-2.864956708503927;4.0;1.5
-10.070249681186656;-2.865950063762669;4.0;1.5
-10.065282904892946;-2.866943419021411;4.0;1.5
-10.060316128599235;-2.867936774280153;4.0;1.5
-10.055349352305523;-2.8689301295388954;4.0;1.5
-10.050382576011813;-2.8699234847976376;4.0;1.5
-10.045415799718102;-2.87091684005638;4.0;1.5
-10.04044902342439;-2.871910195315122;4.0;1.5
-10.03548224713068;-2.8729035505738643;4.0;1.5
-10.030515470836969;-2.8738969058326065;4.0;1.5
-10.025548694543257;-2.8748902610913487;4.0;1.5
-10.020581918249547;-2.875883616350091;4.0;1.5
-10.015615141955836;-2.876876971608833;4.0;1.5
-10.010648365662124;-2.8778703268675754;4.0;1.5
-10.005681589368415;-2.8788636821263176;4.0;1.5
-10.000714813074703;-2.8798570373850594;4.0;1.5
-9.995748036780991;-2.8808503926438016;4.0;1.5
-9.990781260487282;-2.881843747902544;4.0;1.5
-9.98581448419357;-2.882837103161286;4.0;1.5
-9.980847707899859;-2.8838304584200283;4.0;1.5
-9.975880931606149;-2.8848238136787705;4.0;1.5
-9.970914155312437;-2.8858171689375127;4.0;1.5
-9.965947379018726;-2.886810524196255;4.0;1.5
-9.960980602725016;-2.887803879454997;4.0;1.5
-9.956013826431304;-2.8887972347137394;4.0;1.5
-9.951047050137593;-2.8897905899724816;4.0;1.5
-9.946080273843883;-2.890783945231224;4.0;1.5
-9.941113497550171;-2.891777300489966;4.0;1.5
-9.93614672125646;-2.8927706557487083;4.0;1.5
-9.93117994496275;-2.8937640110074505;4.0;1.5
-9.926213168669038;-2.8947573662661927;4.0;1.5
-9.921246392375327;-2.8957507215249345;4.0;1.5
-9.916279616081617;-2.8967440767836767;4.0;1.5
-9.911312839787906;-2.897737432042419;4.0;1.5
-9.906346063494194;-2.898730787301161;4.0;1.5
-9.901379287200482;-2.8997241425599034;4.0;1.5
-9.896412510906773;-2.9007174978186456;4.0;1.5
-9.891445734613061;-2.901710853077388;4.0;1.5
-9.88647895831935;-2.90270420833613;4.0;1.5
-9.88151218202564;-2.9036975635948723;4.0;1.5
-9.876545405731928;-2.9046909188536145;4.0;1.5
-9.871578629438217;-2.9056842741123567;4.0;1.5
-9.866611853144505;-2.906677629371099;4.0;1.5
-9.861645076850795;-2.907670984629841;4.0;1.5
-9.856678300557084;-2.9086643398885834;4.0;1.5
-9.851711524263372;-2.9096576951473256;4.0;1.5
-9.846744747969662;-2.910325525203034;4.0;1.5
-9.84177797167595;-2.910822202832405;4.0;1.5
-9.83681119538224;-2.911318880461776;4.0;1.5
-9.83184441908853;-2.9118155580911473;4.0;1.5
-9.826877642794818;-2.9123122357205182;4.0;1.5
-9.821910866501106;-2.9128089133498896;4.0;1.5
-9.816944090207397;-2.9133055909792605;4.0;1.5
-9.811977313913685;-2.9138022686086313;4.0;1.5
-9.807010537619973;-2.9142989462380027;4.0;1.5
-9.802043761326264;-2.9147956238673736;4.0;1.5
-9.797076985032552;-2.915292301496745;4.0;1.5
-9.79211020873884;-2.915788979126116;4.0;1.5
-9.78714343244513;-2.916285656755487;4.0;1.5
-9.78217665615142;-2.916782334384858;4.0;1.5
-9.777209879857708;-2.9172790120142293;4.0;1.5
-9.772243103563998;-2.9177756896436002;4.0;1.5
-9.767276327270286;-2.9182723672729716;4.0;1.5
-9.762309550976575;-2.9187690449023425;4.0;1.5
-9.757342774682865;-2.919265722531714;4.0;1.5
-9.752375998389153;-2.9197624001610847;4.0;1.5
-9.747409222095442;-2.920259077790456;4.0;1.5
-9.742442445801732;-2.920755755419827;4.0;1.5
-9.73747566950802;-2.9212524330491982;4.0;1.5
-9.732508893214309;-2.921749110678569;4.0;1.5
-9.7275421169206;-2.92224578830794;4.0;1.5
-9.722575340626888;-2.9227424659373114;4.0;1.5
-9.717608564333176;-2.9232391435666822;4.0;1.5
-9.712641788039466;-2.9237358211960536;4.0;1.5
-9.707675011745755;-2.9242324988254245;4.0;1.5
-9.702708235452043;-2.924729176454796;4.0;1.5
-9.697741459158333;-2.9252258540841667;4.0;1.5
-9.692774682864622;-2.925722531713538;4.0;1.5
-9.68780790657091;-2.926219209342909;4.0;1.5
-9.6828411302772;-2.9267158869722802;4.0;1.5
-9.677874353983489;-2.927212564601651;4.0;1.5
-9.672907577689777;-2.9277092422310225;4.0;1.5
-9.667940801396067;-2.9282059198603934;4.0;1.5
-9.662974025102356;-2.9287025974897647;4.0;1.5
-9.658007248808644;-2.9291992751191356;4.0;1.5
-9.653040472514935;-2.9296959527485065;4.0;1.5
-9.648073696221223;-2.930192630377878;4.0;1.5
-9.643106919927511;-2.9306893080072487;4.0;1.5
-9.638140143633802;-2.93118598563662;4.0;1.5
-9.63317336734009;-2.931682663265991;4.0;1.5
-9.628206591046379;-2.9321793408953623;4.0;1.5
-9.623239814752669;-2.932676018524733;4.0;1.5
-9.618273038458957;-2.9331726961541045;4.0;1.5
-9.613306262165246;-2.9336693737834754;4.0;1.5
-9.608339485871536;-2.9341660514128467;4.0;1.5
-9.603372709577824;-2.9346627290422176;4.0;1.5
-9.598405933284113;-2.935159406671589;4.0;1.5
-9.593439156990403;-2.93565608430096;4.0;1.5
-9.588472380696691;-2.9361527619303307;4.0;1.5
-9.58350560440298;-2.936649439559702;4.0;1.5
-9.578538828109268;-2.937146117189073;4.0;1.5
-9.573572051815558;-2.9376427948184443;4.0;1.5
-9.568605275521847;-2.938139472447815;4.0;1.5
-9.563638499228135;-2.9386361500771865;4.0;1.5
-9.558671722934426;-2.9391328277065574;4.0;1.5
-9.553704946640714;-2.9396295053359287;4.0;1.5
-9.548738170347002;-2.9401261829652996;4.0;1.5
-9.543771394053293;-2.940622860594671;4.0;1.5
-9.538804617759581;-2.941119538224042;4.0;1.5
-9.53383784146587;-2.941616215853413;4.0;1.5
-9.528871065172158;-2.942112893482784;4.0;1.5
-9.523904288878448;-2.9426095711121554;4.0;1.5
-9.518937512584737;-2.9431062487415263;4.0;1.5
-9.513970736291025;-2.9436029263708976;4.0;1.5
-9.509003959997315;-2.9440996040002685;4.0;1.5
-9.504037183703604;-2.9445962816296394;4.0;1.5
-9.499070407409892;-2.9450929592590107;4.0;1.5
-9.494103631116182;-2.9455896368883816;4.0;1.5
-9.48913685482247;-2.946086314517753;4.0;1.5
